xloc (m),yloc (m),t (seconds),mass (grams),vX (Km/s),vY (Km/s),vZ (Km/s),
327.738945088778,85.593343905781,11132934.715893190354,0.000000348765,-35.748627109863,-17.033866997520,-0.501996446178,
158.549740030430,475.111024419177,543145.797369865351,0.000000092845,-0.588760479774,-1.138404549132,-1.047650792639,
354.682415429036,377.343340991180,4352363.414113583975,0.000255177001,25.916644706032,22.368169100106,-3.339222613398,
170.192863333067,292.633875489889,3529066.661896247882,0.000060252749,3.535173518325,-3.445661618874,-1.013580137989,
273.607764981902,69.312221414340,2354067.879655218218,0.000000033644,-1.937590476873,2.722445286187,-0.289301186871,
125.541928988016,308.022338073320,7462818.569498235360,0.005744650973,-3.238474803839,7.222439096826,-1.819290047043,
378.600114555361,376.864547139248,5998870.115107423626,0.000000023123,1.696780584453,-10.611394810751,-0.192184809945,
64.953104236865,284.411830436096,7401351.628205789253,0.000000189394,-3.668722705534,-1.224245823170,-0.173572395969,
225.270799251249,41.910688998466,3610508.842726799194,0.000000921160,6.400594082356,-5.382981075311,-1.820827022191,
221.339134887723,53.326385090292,15167208.938922487199,0.000000007974,-1.696966787050,0.941756477246,-0.398657385631,
90.923514151426,131.901458260995,2294858.642706218176,0.000387123879,-6.229436282064,6.321196840795,-1.412879643053,
256.624769933527,200.904016875971,1197842.794581195340,0.000003455164,-13.516549451907,-19.576103300779,-1.360886293104,
451.358054957641,472.393594860823,7739945.010036684573,0.000595060782,-0.380402017123,-5.743908704435,-4.536059079532,
201.956072794057,48.227262584194,2080954.877816691296,0.001434693441,30.361393805814,31.328722760117,-5.625282748012,
21.511900828904,84.495014731352,10235252.809113336727,0.000000096200,6.685643787865,4.262759844357,-1.852454590100,
92.408160062068,452.440484339946,1932.284582913853,0.000000021203,30.268212954645,2.309602060475,-19.352028907960,
301.421544691042,355.607890216841,1408.117909159453,0.000006144180,30.262620305156,2.351666914509,-19.355709105820,
131.241117349166,400.507311384869,388.621932826463,0.000047238477,30.251573992626,2.433459944316,-19.362865068684,
244.304486901790,289.262530511719,1419.073149431089,0.000000019647,30.262737795957,2.350787826145,-19.355632195554,
115.797193354262,244.448871960083,2208.729398767697,0.000018218206,30.271138780929,2.287413992215,-19.350087703521,
183.718324272238,493.991001580816,407.328957282152,0.000001113867,30.251778691085,2.431959370284,-19.362733785467,
398.091936792606,49.356139327787,1388.493078086118,0.000000036566,30.262409771948,2.353241673843,-19.355846879410,
445.461252165395,167.081526368748,1911.166078349925,0.000000573267,30.267988767604,2.311296989812,-19.352177195062,
239.961070573030,452.361119033681,2303.530730329687,0.000000343116,30.272138361865,2.279804535999,-19.349421962367,
402.744712264843,288.360757807343,971.352842293883,0.000003785454,30.257915203553,2.386711745043,-19.358775131207,
235.544187270970,29.809433789820,2485.275199346943,0.000000598045,30.274049277608,2.265215678841,-19.348145602752,
409.074276929812,408.773546039643,1448.830960050575,0.000033438656,30.263056807325,2.348399933857,-19.355423282049,
226.898854363460,216.195751891731,1552.858449761989,0.000002000229,30.264170516745,2.340052131447,-19.354692943973,
30.235589584947,199.628885306788,1324.055804912816,0.000000082062,30.261717914701,2.358412250173,-19.356299246223,
215.825585124360,7.743562818009,2469.968402862316,0.000003058033,30.273888610571,2.266444410149,-19.348253102812,
26.338498840396,368.929047758498,1264.900924899150,0.000000014376,30.261081990315,2.363158852501,-19.356714520117,
491.526233234928,150.727474356033,2124.563121022424,0.000000016226,30.270249720307,2.294169589554,-19.350678741704,
349.052760090154,333.263956701293,1170.956370380736,0.000001423505,30.260070529635,2.370696781773,-19.357374003475,
334.587652267197,95.216633589977,1790.576881380577,0.000013031622,30.266706800527,2.320974998916,-19.353023911144,
95.461847618152,214.126496489693,1704.109730930533,0.000002176068,30.265785660675,2.327914255792,-19.353631017454,
145.220332138490,308.545442196612,1483.486376808432,0.000007974659,30.263428082987,2.345619005251,-19.355179982322,
365.124396133799,171.938502057492,1450.565848653321,0.000000091520,30.263075399923,2.348260718264,-19.355411102263,
130.363999527732,297.178125332165,306.897966712837,0.000000039634,30.250678862420,2.440015269473,-19.363438585321,
347.974656650804,349.943924964146,2245.996249906253,0.000005680932,30.271531950837,2.284422708991,-19.349826000150,
409.990611390970,359.179471602942,2450.919650476892,0.000001795615,30.273688596097,2.267973512522,-19.348386881935,
52.814601664511,305.479329373100,1572.127804412507,0.000026378004,30.264376558105,2.338505806828,-19.354557658099,
437.685799302092,259.026054180552,2884.876743770204,0.000029213924,30.278225894538,2.233135932721,-19.345338988637,
120.353517740080,338.061151931876,1348.539073169639,0.000002507778,30.261980894231,2.356447677409,-19.356127368377,
33.996384235005,127.395078298503,1223.953980689519,0.000001281096,30.260641364763,2.366444387073,-19.357001967145,
172.231205650521,390.259826365679,2220.839166725054,0.000001382987,30.271266573151,2.286441986655,-19.350002664054,
392.369647380371,235.678576855306,416.817465448861,0.000000220030,30.251882488808,2.431198250817,-19.362667196143,
212.864420935594,322.221390715668,1911.196911437321,0.000001028208,30.267989094994,2.311294515168,-19.352176978559,
472.587056554701,104.467461213011,1484.079077516450,0.000001116383,30.263434430561,2.345571443586,-19.355175821216,
229.362746824434,330.972375952826,2313.623823118047,0.000004708309,30.272244669451,2.278994374898,-19.349351082455,
306.730368406438,291.124582263614,2014.818991873646,0.000000080131,30.269088195274,2.302977892166,-19.351449368327,
159.037037740530,59.607270527096,2869.143026041100,0.000000045735,30.278062094199,2.234399108714,-19.345449502217,
319.658480520054,272.358055263381,1548.906001727330,0.000002142093,30.264128244579,2.340369305665,-19.354720693122,
